showName,url,success
大自然的声音.pptx,dmres/1/bf14a160e274883d489d3ef8f09b97a3.pptx,true
天津市宝坻区第三中学 张艳丽.docx,dmres/1/8d4e7f3d94b6ae7b3c39cb4348bc11ed.docx,true
天津市宝坻区第三中学 张艳丽.mp4,dmres/1/add8e0176936c2940200f52afdd0e296.mp4,true
天津市宝坻区第三中学 张艳丽.pptx,dmres/1/35bc5cb00d37dd3df60458a9a087caf2.pptx,true
太空之旅.zip,dmres/1/478c49ae171e6291ddc493ea8b767688.zip,true
太空之旅教学设计.docx,dmres/1/4ee6c44aa23fd9aca3474d0d9aa67049.docx,true
孙权劝学课件.pptx,dmres/1/bca8a61b9f0822984bdb0bfd28c95860.pptx,true
学习任务单和课后练习.docx,dmres/1/afa2376024810e624b337d1ee0a0dbd5.docx,true
定语从句教学设计.docx,dmres/1/5e98b8f4009d4d9c23a1b894ded5eb52.docx,true
小学数学数形结合教学思想的研究.doc,dmres/1/1d4605cd9edc07602b602aa49fd57571.doc,true
当今时代互联网线上+线下教学方式方法探究.docx,dmres/1/29fc4763712d158f47c39246a566db8f.docx,true
影忆-找规律.mp4,dmres/1/74c39d109d61035246c675fcce1dd6f7.mp4,true
微课.mp4,dmres/1/5897c10d1097011789a21233ba9e97cc.mp4,true
微课教学设计.doc,dmres/1/d4f16c000a11d441f6c4b1be1ca0e1da.doc,true
微课最终版《好饿的小蛇》.mp4,dmres/1/ec1522a8cc1774aa993cbbf154768b04.mp4,true
心情中转站.doc,dmres/1/6e472fe89656b69521309eafcd29f3b1.doc,true
慈母情深.mp4,dmres/1/fa2cc5cdfa1738c2f2a55d9d3e7a7668.mp4,true
我的伯父鲁迅先生(1).ppt,dmres/1/78ec20f8aa3e60454f66d0edffecec06.ppt,true
找规律教学设计.docx,dmres/1/de1c62788385f9d162cbe2915cb11bc3.docx,true
技术支持的教学组织在化学教学中的应用.docx,dmres/1/e1528b13245ef7fd8d738ee07dd15fc5.docx,true
技术支持的教学组织在化学教学中的应用.mp4,dmres/1/4b4ffd3885978f943bfaafdc1f4a35c4.mp4,true
把爱的种子播进每一个孩子的心田.docx,dmres/1/95b0639ba28300d94c25f3df98488aa0.docx,true
教学设计  三角形的分类1.docx,dmres/1/42a55f4cd1245c310d562532a17b9be4.docx,true
教学设计 人教版七下 Unit 5  Section B reading (2a-2c).docx,dmres/1/8e57d5d0529a577ef1b0f36badb0da67.docx,true
教学设计.doc,dmres/1/00719848a87ffc737c11ddc7497ecc23.doc,true
教学设计.docx,dmres/1/a10b222374c2a3f7bcd038099546bf75.docx,true
教学设计王小伟 (2).docx,dmres/1/30d51e1e61884c6eb874715746d2d765.docx,true
教学设计角的认识.docx,dmres/1/85b6e2855e17cbff6dbadba1df5480f5.docx,true
教学设计（电路图的识读和色环电阻阻值的识读）.zip,dmres/1/391192edd012a4c98c0b798809088a5c.zip,true
整式（二）多项式课件.ppt,dmres/1/54bd9f205f4f73970023f91af4a47c40.ppt,true
整式（二）教学设计.docx,dmres/1/ed2e90545effa1cb489dbeaa132fda39.docx,true
斜面教学设计李晴晴.docx,dmres/1/a44b6c15df24de047fa4c8b199f48c7b.docx,true
新课标下小学科学探究式作业设计.docx,dmres/1/b8f3faf77ba197aee94903e99142d892.docx,true
有余数的除法解决按规律排列的问题教学设计模板.docx,dmres/1/42b486b0918a3d5b5ace7fdb0b47f52e.docx,true
杜婉情教学设计模板.docx,dmres/1/37fc391d026758bec6a2b824c7a3fa52.docx,true
核心素养视角下如何加强小学数学教学.docx,dmres/1/6ab50fbfc04b68acf685bdff5a461711.docx,true
梅玉梅班主任论文.docx,dmres/1/5ffc91fa3bc4dcd594db8a4075404638.docx,true
比例的意义，.mp4,dmres/1/be6c6ec0e07e8b6d66a51c22f56bd2eb.mp4,true
水调歌头.zip,dmres/1/801292e928c2c9592b16fcf599ea07ae.zip,true
浅谈中小学智慧校园建设与应用ocx.docx,dmres/1/1239c05e511ab5f778352fe4c98640ff.docx,true
浅谈提高小学数字化教学重要性.docx,dmres/1/0ae1f8f2d823ffd4bacfcebe616138cd.docx,true
王小伟长方形和正方形的认识.mp4,dmres/1/6899126c250b03825e375b8ca889e900.mp4,true
王辉感受秋天教学设计.docx,dmres/1/9d57aee49a7fb76c103fff0549e6fee0.docx,true
王辉感受秋天课件.pptx,dmres/1/5e35af63051970eaa89a05ed83a2a8ad.pptx,true
电路图的识读微课.mp4,dmres/1/2c660675180492aba2cbe899a7e4b60a.mp4,true
百分数的应用（四）.pptx,dmres/1/c62e64e2e14176c6e98afbb626601e41.pptx,true
百分数的应用（四）微课.mp4,dmres/1/dd66584b59e73b98cdd5f96274e854e6.mp4,true
百分数的应用（四）教学设计.docx,dmres/1/baaab5a2c7db61faf042273b5bd589f0.docx,true
绘本故事ppt-肚子好饿的毛毛虫.mp4,dmres/1/5c1a168f85a0fc8e5c967ea1de0ab514.mp4,true
绝句教学设计.docx,dmres/1/e0cc81d9bf29685c78f07292bd4d8cf2.docx,true
绝句课件.pptx,dmres/1/9c26efcadc2eeb5f904ce2842271aa7f.pptx,true
肚子好饿的毛毛虫 教案.docx,dmres/1/01e52face8a279e54dd820c0c7b7aba7.docx,true
色环电阻阻值的识读课件.pptx,dmres/1/4af2635c9f03bf18c33423babdf63b07.pptx,true
蝙蝠和雷达课件.pptx,dmres/1/c945376f33afbaadee535e91e3204834.pptx,true
视频角的认识.mp4,dmres/1/0a75e8505e37ea85a0001456bb866d9e.mp4,true
角的初步认识3.ppt,dmres/1/620d195bc45d67267c91e076501a3516.ppt,true
计算机——信息处理工具.pptx,dmres/1/c0dae4a4653e0a66b059aa4d21b39b3c.pptx,true
认识人民币.mp4,dmres/1/1e5e4f655add60bf7265aab1f0a634d3.mp4,true
论文.docx,dmres/1/33ce6b045abb2cfd23fe590e64ff7358.docx,true
论文.docx,dmres/1/b1a4fd65198adf4bd93e1a9edd9d89f9.docx,true
说课视频《好饿的小蛇》.mp4,dmres/1/366c10d6308f25ee28945ac1382c9fcb.mp4,true
课件 人教版七下 Unit 5  Section B reading (2a-2c).pptx,dmres/1/f61fee1414371a7c17e1ebeaf62c27e2.pptx,true
课件角的认识.pptx,dmres/1/6c74bd3fcba97163feceed9221edccc8.pptx,true
轻松快乐学英语.doc,dmres/1/4ed0d5bda43479f66325566102c04055.doc,true
长方形和正方形的周长计算.mp4,dmres/1/4b6709686da72ddd76e390126d7bf3d3.mp4,true
长方形和正方形的认识(2).pptx,dmres/1/b0a7a774d6fa706ec640e889be99449e.pptx,true
闻慕华  夸张的脸.mp4,dmres/1/9d79bfe06971dc83ece97cbced132d91.mp4,true
附件2 《好饿的小蛇》教学设计.docx,dmres/1/58311933b0ccd6d81ad0dd15b8c0352b.docx,true
附件2_《圆明园毁灭》教学设计模板.docx,dmres/1/e672877a13cdbee0439b2ed1d1b49909.docx,true
附件2_《植物妈妈有办法》教学设计.docx,dmres/1/ef107677a8694bee85cd500bf0d7271d.docx,true
附件2_《献给母亲的礼物》教学设计模板.docx,dmres/1/c9c9551b04bcd85f18a15804478d0d38.docx,true
附件2_教学设计模板.docx,dmres/1/91f0981ac50291895eb18db91f44fa8a.docx,true
附件2_教学设计模板.docx,dmres/1/f5df342f199f8b8f0d2a0de2ca11a8d5.docx,true
附件2_认识人民币教学设计模板.docx,dmres/1/e090eab837fa0c04b1e2e86f8cfedb0b.docx,true
雪地里的小画家.pptx,dmres/1/2576fcb72e2ef5e26d858a8e4eb0899d.pptx,true
食物链和食物网.pptx,dmres/1/352cf9c157b612efe2ceefac09194b2f.pptx,true
鸡兔同笼.rar,dmres/1/3c4cc8f2fec619281b92353e165d95e7.rar,true
